
6,34,3,12,5,6,33,1,0,0,1
6,34,7,12,5,6,16,1,0,0,1
6,34,8,12,5,6,16,1,0,0,1
6,34,10,12,5,6,32,1,0,0,1
6,51,20,12,5,6,32,1,0,0,1
6,51,22,12,5,6,26,1,0,0,1
6,51,23,12,5,6,26,1,0,0,1
6,51,30,12,5,6,26,1,0,0,1
6,51,32,12,5,6,26,1,0,0,1
6,51,33,12,5,6,26,1,0,0,1
6,51,35,12,5,6,26,1,0,0,1
6,54,42,12,5,6,26,1,0,0,1
6,54,43,12,5,6,27,1,0,0,1
6,54,45,12,5,6,27,1,0,0,1
6,54,47,12,5,6,28,1,0,0,1
6,54,53,12,5,6,14,1,0,0,1
6,54,55,12,5,6,28,1,0,0,1
6,54,57,12,5,6,14,1,0,0,1
6,54,58,12,5,6,29,1,0,0,1
6,55,0,12,5,6,28,1,1,0,1
6,55,1,12,5,6,29,1,0,0,1
6,55,3,12,5,6,14,1,0,0,1
6,55,5,12,5,6,29,1,0,0,1
6,55,6,12,5,6,29,1,0,0,1
6,55,8,12,5,6,29,1,0,0,1
6,55,9,12,5,6,29,1,0,0,1
6,55,11,12,5,6,29,1,0,0,1
